N,P,K,temperature,humidity,ph,rainfall,label
25,20,34,27.214374,68.424574,4.673728,99.56579,mango
31,120,185,8.577341,87.176547,6.125142,104.388311,grapes
29,90,37,16.582478,69.929566,6.955805,64.119522,lentil
11,27,64,32.938586,94.75298,6.410558,167.916323,pomegranate
115,41,47,27.581824,81.734265,6.545793,231.225646,rice
9,63,52,18.938352,59.071707,6.749065,213.859253,coffee
32,89,33,18.589153,45.924047,5.762686,124.376985,kidneybeans
15,130,196,22.077559,98.092608,6.514353,163.695104,apple
35,120,190,15.390857,86.321517,6.191237,128.56282,grapes
86,36,62,37.303533,73.749162,7.766812,177.877117,jute
8,34,36,36.529575,92.202929,7.544456,168.260093,coconut
72,38,53,33.990982,82.491463,7.92197,237.43721,jute
30,55,17,30.679991,76.31608,6.144353,86.342968,blackgram
36,107,201,9.390358,87.218526,6.710941,92.632493,grapes
82,30,60,35.339498,94.475969,6.295364,43.742057,muskmelon
104,31,61,35.761973,90.486522,6.652182,90.257665,watermelon
118,52,37,23.978267,76.832366,5.743377,203.605496,rice
115,85,55,34.580292,88.456982,6.203058,193.701535,banana
13,86,69,22.102223,20.294885,7.206284,49.768767,chickpea
13,73,20,28.43397,48.947157,5.77672,104.448089,pigeonpeas
11,77,96,23.835673,27.781197,7.153054,70.877056,chickpea
71,62,55,30.418161,83.491338,7.199255,229.511225,jute
12,65,73,24.03029,38.172527,6.345566,82.527307,chickpea
28,141,210,10.968665,87.811717,5.575912,128.127616,grapes
92,35,50,28.50551,92.342078,6.123144,43.465811,muskmelon
18,11,50,25.455734,97.545917,5.520019,126.824985,coconut
31,13,46,25.663504,48.539124,5.514124,152.66912,mango
11,16,44,22.768113,88.8884,5.614571,108.636255,pomegranate
30,84,34,22.50141,49.292884,6.033612,121.296894,kidneybeans
18,16,50,20.68482,90.961434,6.955664,160.211113,pomegranate
11,112,183,12.548161,81.090771,6.584549,110.339917,grapes
10,61,50,17.017144,63.34191,6.934784,107.557289,coffee
23,77,40,33.60242,72.811205,6.97214,101.805459,blackgram
33,61,40,25.884526,60.157356,6.553283,93.703819,kidneybeans
10,12,45,32.561849,88.229305,7.582904,197.783696,coconut
1,126,201,22.443391,90.80534,5.833498,126.673093,apple
20,137,209,21.186707,91.264893,6.367245,166.879128,apple
20,121,189,15.835056,81.240589,6.954889,68.49155,grapes
34,108,198,17.802702,80.120667,6.007371,91.900994,grapes
38,29,49,28.745663,85.597653,5.850947,104.935196,pomegranate
19,83,24,19.33448,77.967863,6.681128,68.125271,lentil
135,62,30,34.91627,56.260665,6.382353,78.663087,cotton
72,45,40,25.595204,88.847375,6.479401,215.251444,rice
8,21,55,34.043054,90.785511,6.470484,154.737158,coconut
27,81,37,23.375514,51.839963,6.175975,108.604612,kidneybeans
6,18,17,19.329425,89.122561,6.114983,106.632899,orange
33,84,68,24.976766,34.421613,6.359982,57.055213,chickpea
22,16,41,22.209076,89.758997,5.923711,182.92051,pomegranate
11,140,206,19.442406,95.215089,5.777021,199.053481,apple
30,19,48,33.471527,92.827422,6.384067,130.675269,pomegranate
72,54,43,30.062435,76.762608,7.926457,186.816982,jute
129,60,28,24.244135,75.625365,6.089132,105.034656,cotton
93,54,50,23.607109,83.31057,5.83915,203.793802,rice
17,15,52,22.053832,88.966719,5.536484,107.257948,pomegranate
0,136,193,22.58339,97.440942,6.189436,102.749651,apple
85,44,48,26.766919,84.529405,7.184153,229.720021,jute
30,108,187,14.110907,89.143308,6.366739,84.063909,grapes
12,31,43,22.638311,85.161282,6.461262,189.788381,pomegranate
34,58,40,30.984018,45.714768,6.722974,132.740723,pigeonpeas
101,53,53,27.191069,90.899767,5.734317,200.12611,rice
18,13,58,26.811333,90.406639,6.189826,187.945054,pomegranate
18,33,38,35.719255,86.134087,6.805858,188.524472,coconut
5,123,207,21.269762,95.964893,5.802808,131.669464,apple
9,141,196,22.593677,90.359404,6.360195,181.5893,apple
103,26,53,36.339187,94.187383,5.985779,96.703313,watermelon
33,21,59,25.538227,88.914025,5.745223,156.69907,pomegranate
13,106,182,12.081524,93.612195,6.613408,125.591911,grapes
34,122,186,13.475713,80.63415,6.034543,67.469387,grapes
14,36,19,26.979264,97.010686,6.51761,181.293617,orange
18,27,56,35.595698,92.35009,5.852441,128.930216,pomegranate
86,85,45,31.059254,78.076485,6.107058,177.863403,banana
61,50,39,20.445774,84.151622,6.801453,290.689,rice
109,31,57,37.024895,91.9142,6.552859,83.013302,watermelon
30,73,36,20.795336,76.209706,7.349536,74.420027,lentil
36,81,22,22.986893,53.92186,6.400898,68.765288,pigeonpeas
14,15,29,26.01732,90.196687,6.775031,107.676164,coconut
8,124,209,22.040745,98.626706,6.233255,146.785496,apple
6,23,9,19.120383,94.579078,6.983113,118.800424,orange
9,39,29,28.763223,85.972771,6.316296,180.865932,coconut
73,57,65,35.932813,81.608848,6.736474,233.738212,jute
30,41,35,28.091568,43.898907,6.267606,63.736206,mothbeans
21,140,189,13.596773,85.083868,6.914689,72.692689,grapes
33,37,46,32.327778,94.2677,6.713941,102.533344,pomegranate
11,124,198,21.598333,91.342641,5.88269,179.234755,apple
25,31,44,25.102123,94.898083,7.274368,177.024018,pomegranate
95,21,46,33.853349,93.467769,6.560005,23.649021,muskmelon
32,48,39,25.529706,87.22725,6.889109,81.393512,mungbean
7,138,191,19.65509,98.786799,6.186835,101.809308,apple
118,61,48,22.008582,58.901754,5.677636,55.493634,maize
88,28,56,37.140416,90.807699,6.305322,57.983151,muskmelon
100,85,51,30.014365,75.153699,6.560792,100.914918,banana
39,116,207,13.481806,85.61279,6.833314,121.93564,grapes
14,52,33,31.388112,81.100232,6.766651,53.487629,mungbean
102,31,60,29.932202,92.705987,6.434486,67.557454,watermelon
6,20,13,17.181774,97.152765,6.468412,198.543775,orange
23,39,43,25.089816,92.133873,7.059979,126.292633,pomegranate
55,56,58,30.304931,94.972035,7.31916,230.320545,papaya
37,37,36,29.283925,59.073898,5.837047,117.89547,mango
22,83,22,24.358113,44.38771,6.029492,129.465705,pigeonpeas
14,85,94,25.070851,20.022018,6.543251,76.252605,chickpea
9,144,206,20.909552,91.9283,5.750074,115.966388,apple
33,115,195,11.920638,85.670756,5.532165,107.79665,grapes
12,37,41,19.502189,87.107784,6.577171,136.916276,pomegranate
90,42,53,22.579405,82.310264,6.242343,219.580177,rice
16,23,56,22.318611,91.307562,6.407341,118.805079,pomegranate
13,36,34,36.370554,49.82314,6.987616,154.662451,mango
136,36,20,32.606003,61.819326,7.531245,69.892949,cotton
30,71,30,23.856785,59.338323,5.597566,104.653401,pigeonpeas
16,134,181,12.909022,92.695725,6.399278,127.643431,grapes
21,70,37,30.355513,63.719561,6.733985,65.091855,blackgram
82,46,44,37.354403,85.64138,7.978951,199.494464,jute
32,62,30,20.875553,45.081011,6.326939,114.510045,kidneybeans
9,132,202,22.446882,97.497046,6.535288,200.128105,apple
24,34,57,31.992,92.505223,6.389552,104.580266,pomegranate
4,16,40,24.388875,95.792147,7.212335,180.902008,coconut
12,104,207,11.987195,94.442067,5.94959,102.698387,grapes
32,79,16,28.92808,44.954305,6.572292,86.512246,pigeonpeas
12,39,26,24.151363,90.740269,7.413759,194.260185,coconut
13,56,36,26.046737,59.791212,5.868676,143.401759,pigeonpeas
66,41,46,28.433078,71.729176,6.909516,169.228651,jute
12,120,205,15.850951,89.983352,6.765083,63.472882,grapes
30,27,63,29.771947,88.030794,6.064552,121.94037,pomegranate
30,103,188,9.254202,93.480754,6.702515,82.353151,grapes
11,21,45,35.081271,96.990832,6.683436,166.602903,coconut
15,38,42,24.598621,88.144339,7.022974,178.451802,coconut
98,20,60,35.166309,98.538166,6.273962,36.841252,muskmelon
5,33,49,26.733793,89.525718,7.75115,198.321275,coconut
123,40,27,27.251285,60.797606,7.246873,88.262105,cotton
131,49,16,31.997158,61.924837,7.593398,69.008218,cotton
15,26,36,34.793642,57.3873,5.161902,86.735243,mango
15,17,64,26.543505,85.899163,7.083737,113.665111,pomegranate
37,28,49,29.954074,53.232061,6.326343,118.048929,mango
97,39,60,24.280905,90.392464,6.434927,45.761393,watermelon
33,83,34,30.625628,61.888321,6.183321,106.876259,pigeonpeas
4,12,41,37.620754,88.988025,5.226458,160.062645,coconut
96,64,39,27.503526,83.358976,7.960162,153.587675,jute
37,85,20,28.460923,46.34387,5.880655,98.255589,pigeonpeas
13,40,20,28.509689,85.517272,6.709173,56.318796,mungbean
81,14,54,25.367622,96.737932,6.388713,21.532887,muskmelon
28,27,46,36.058027,89.459875,6.794629,119.09434,pomegranate
17,56,28,28.176591,69.8293,6.860914,63.928849,blackgram
7,13,51,34.178279,92.773,6.357465,172.643215,coconut
13,30,15,11.615004,94.667195,6.546887,175.690592,orange
12,142,184,14.23006,90.943229,5.61069,125.030341,grapes
2,15,14,10.882951,87.057598,6.984524,153.556237,orange
16,143,191,20.959839,98.221162,5.960739,133.816121,apple
103,12,59,26.425927,92.773672,7.300327,57.104404,muskmelon
103,61,31,27.771933,77.17148,7.777494,115.754744,cotton
2,26,25,30.862559,91.311537,7.878717,130.885848,coconut
91,53,47,20.895168,84.062638,6.722385,228.529667,rice
15,44,16,34.445977,55.539267,4.160307,40.534689,mothbeans
70,32,34,27.688814,85.530574,5.990796,207.697324,rice
30,26,42,30.897499,60.222344,6.04357,92.894396,mango
95,44,47,23.181304,75.158272,6.173753,257.137522,rice
16,64,16,27.519889,44.424702,6.222168,94.116279,pigeonpeas
123,49,28,24.65101,69.291271,7.182671,60.376954,cotton
26,69,92,19.331922,37.556247,7.105269,54.632434,chickpea
28,71,15,24.270391,48.383442,6.380866,105.236076,pigeonpeas
97,56,63,34.471166,83.5362,7.324861,227.320534,jute
2,27,39,30.574651,90.733299,6.418671,102.984728,coconut
9,35,37,33.525793,91.842317,7.941998,172.412617,coconut
29,64,98,21.841602,33.141279,5.930455,61.596969,chickpea
19,125,193,23.111552,94.815984,6.803553,186.61127,apple
81,42,47,24.365999,82.834467,5.654554,228.973038,rice
31,119,189,10.705136,80.237253,5.773232,98.583154,grapes
59,63,56,34.126132,93.696581,6.683065,102.462116,papaya
16,58,28,33.275962,81.908105,6.287746,48.1207,mungbean
94,38,54,29.246527,94.532765,6.508757,45.607057,watermelon
101,16,48,31.735261,83.111272,6.565141,42.0578,watermelon
32,66,21,25.105455,59.666938,5.84372,102.911723,kidneybeans
108,34,53,29.3868,91.992957,6.276461,72.205904,watermelon
4,144,207,23.093623,92.912216,5.81214,100.362281,apple
85,47,47,37.086795,79.838331,7.740459,220.571632,jute
20,143,183,10.657063,88.00554,6.905928,102.768867,grapes
31,100,207,10.596661,88.631331,6.634436,75.951597,grapes
30,25,63,30.823521,86.588392,6.218688,144.095904,pomegranate
14,23,12,24.365563,95.579041,7.158031,116.603117,orange
102,53,41,26.204916,90.164575,6.492758,247.471724,rice
8,11,39,26.855327,93.912535,5.329139,131.153364,coconut
23,144,193,9.288437,85.526262,6.986808,86.722703,grapes
24,57,38,30.546742,80.290703,6.217845,56.562912,mungbean
24,111,208,8.693179,87.176799,5.798726,121.745795,grapes
6,139,209,21.660272,93.438085,6.708793,105.832486,apple
34,39,39,30.900971,90.31702,6.978626,93.918757,mungbean
15,63,28,18.575481,45.904125,5.846865,109.000171,kidneybeans
16,81,25,26.217934,62.970225,5.77602,79.059181,pigeonpeas
32,58,36,24.359175,46.357801,6.25911,67.620934,pigeonpeas
36,37,26,31.651949,79.957599,7.074294,58.501503,mungbean
14,142,191,19.149525,93.648768,6.067939,160.18491,apple
115,14,46,28.848373,93.529598,7.19277,45.789367,muskmelon
21,102,186,10.112224,92.098289,5.509257,93.867262,grapes
17,130,198,20.367936,92.370444,5.645803,200.205059,apple
19,18,41,21.995153,90.794802,6.591972,146.404952,pomegranate
17,27,52,30.552081,97.97971,7.400422,194.491514,coconut
86,41,52,27.683091,83.420703,6.40272,197.398834,rice
30,112,199,10.742543,84.624507,6.845817,116.96609,grapes
14,38,53,28.74811,86.915312,5.345051,140.219176,coconut
1,10,40,36.434319,90.835168,5.835644,191.96601,coconut
67,36,59,26.189718,70.855662,7.960125,243.355815,jute
13,110,208,11.200077,95.005083,5.791741,128.044865,grapes
13,112,208,8.653309,92.075719,6.592088,96.923202,grapes
75,39,48,29.114823,70.682012,7.319807,186.997981,jute
37,24,42,34.492677,50.026614,6.725393,83.566496,mango
128,52,35,25.473975,70.894205,5.980962,87.328561,cotton
15,55,80,21.124471,27.859537,6.674612,40.615022,chickpea
32,61,25,20.517123,48.08686,6.322745,91.236988,kidneybeans
23,123,202,8.886676,91.24669,6.074959,126.553727,grapes
112,52,37,36.928212,71.357133,6.137685,87.740214,cotton
101,16,55,27.344759,93.578966,5.828606,91.886741,watermelon
14,43,38,32.470796,93.011818,6.966022,73.332885,mungbean
82,71,61,27.351995,85.964041,6.406484,140.55541,banana
19,70,28,25.576336,62.1819,6.292117,112.363446,pigeonpeas
32,74,38,20.210724,51.933981,6.818971,93.118476,kidneybeans
20,32,61,27.79093,88.126307,6.195733,122.043635,pomegranate
17,139,206,15.450049,88.710597,6.342847,61.493232,grapes
124,38,15,33.967948,57.257819,6.936218,78.813116,cotton
41,58,48,37.021703,92.572168,6.569165,209.752587,papaya
8,38,43,33.410954,96.051787,7.915275,192.871788,coconut
19,59,20,24.021727,47.980201,6.98425,138.28965,kidneybeans
106,27,59,34.440016,92.161895,6.618579,83.456916,watermelon
6,26,54,37.270672,97.13798,5.364002,121.804211,coconut
56,55,43,35.794563,92.166575,6.625781,206.804981,papaya
121,44,39,30.241533,58.9343,7.803607,115.176125,cotton
98,36,41,22.904299,78.33161,5.835354,286.623466,rice
32,104,189,15.329631,89.611275,6.567766,114.577911,grapes
15,79,29,15.976954,70.538954,7.675471,72.543464,lentil
109,36,48,36.840922,95.595809,6.250193,25.30136,muskmelon
12,37,53,26.041778,55.151914,6.794191,213.989797,coffee
23,117,210,9.327242,81.548815,5.622386,98.950676,grapes
115,77,60,34.507764,94.595219,6.689009,213.875236,banana
8,128,197,22.357205,95.993749,6.552297,127.765445,apple
11,59,20,28.504162,93.130799,7.275755,85.662959,mungbean
25,88,96,25.717373,14.566028,7.103175,54.254265,chickpea
86,40,58,36.50499,73.79206,6.446203,234.963356,jute
101,34,45,30.126139,90.398328,6.386625,55.302585,muskmelon
17,20,13,20.442448,89.12611,6.598253,154.066296,orange
95,62,39,36.768753,74.988402,7.91285,173.624221,jute
25,102,209,8.516659,85.647956,6.87577,73.213778,grapes
26,66,22,24.93141,48.806303,6.051246,121.599328,kidneybeans
23,68,28,30.425344,73.158761,6.490323,73.165596,blackgram
127,40,28,31.197939,62.163859,7.513941,102.339059,cotton
73,52,41,26.773592,82.131133,7.685925,246.286843,jute
16,144,203,19.728233,98.042573,6.335513,147.550587,apple
107,23,56,34.061803,98.436483,7.463584,29.818974,muskmelon
36,61,22,24.681738,70.352451,7.546671,46.165914,lentil
13,136,201,10.381236,81.024083,6.186775,74.055105,grapes
68,35,51,20.379166,75.574126,6.133762,270.663426,rice
94,31,58,33.205993,94.485439,6.923565,57.902059,muskmelon
15,131,193,21.17582,93.64727,6.325683,171.137837,apple
103,54,41,24.766103,90.575206,6.363021,275.668705,rice
19,135,193,22.096848,91.053245,5.611214,112.7955,apple
15,78,30,34.256631,65.502388,5.85833,75.20293,blackgram
82,59,44,30.788527,73.875461,6.470909,172.76855,jute
38,123,182,11.447059,82.527871,5.965937,67.73725,grapes
24,67,27,24.861474,40.300186,6.915211,87.541368,pigeonpeas
21,62,39,31.538006,68.143389,6.238271,93.07485,blackgram
87,33,47,33.530201,91.729704,6.321255,66.361095,watermelon
11,123,198,21.695745,98.351498,5.487171,152.462172,apple
10,76,30,27.726021,72.03961,5.775705,68.988681,blackgram
14,60,15,28.557931,57.175848,6.728165,108.911578,pigeonpeas
97,49,41,25.123751,80.182444,7.167453,223.846462,jute
109,30,49,20.954671,80.990569,5.796839,274.583132,rice
26,88,19,15.984971,68.468267,6.981205,45.917973,lentil
100,63,44,28.597063,77.954042,7.300828,182.64892,jute
11,14,16,25.01672,90.139387,6.30289,105.72094,orange
13,133,199,19.535439,92.566544,5.957664,123.543523,apple
19,108,185,9.605481,83.085876,6.501512,83.359586,grapes
19,14,60,32.683549,86.208787,7.000737,186.602344,pomegranate
12,32,26,31.033289,92.628864,5.061934,182.131135,coconut
21,65,67,18.939223,17.242749,6.577653,49.287611,chickpea
70,43,37,31.731935,75.591324,7.528633,153.095602,jute
118,18,46,33.743324,92.929421,6.462687,71.161303,watermelon
32,111,199,12.496151,83.23372,5.713793,128.200106,grapes
38,62,31,34.307525,47.902077,6.161479,56.035612,mothbeans
22,59,36,24.523819,57.093792,5.995825,140.115843,kidneybeans
19,17,41,36.303884,94.125483,6.274881,109.234305,coconut
34,38,30,26.42674,55.440405,5.176528,59.038834,mothbeans
67,37,35,21.151617,83.527081,5.513766,296.907288,rice
34,87,92,20.957546,22.207942,6.521821,60.602955,chickpea
0,129,191,20.226335,96.837208,5.915643,175.624129,apple
7,22,9,17.004495,94.539312,6.350966,154.305608,orange
89,54,64,31.950759,88.50377,7.750745,229.638981,jute
85,18,62,29.019472,98.148324,7.382858,30.44639,muskmelon
41,66,40,27.880015,93.398577,7.016692,108.549294,papaya
100,58,37,33.843085,73.06074,6.571331,169.399162,jute
33,111,180,9.865633,81.444962,5.979467,67.841045,grapes
11,75,17,33.804374,62.595497,6.040195,66.840219,blackgram
111,38,46,25.557808,95.683812,7.49024,33.175534,muskmelon
11,59,38,19.577587,51.303345,6.303782,135.092,kidneybeans
9,144,196,22.59114,94.659037,6.437273,126.501002,apple
18,111,182,9.782734,91.009904,6.50297,61.090155,grapes
13,126,199,21.053803,97.110284,5.949581,150.838281,apple
32,116,197,17.694934,86.258394,6.246941,121.007289,grapes
0,50,39,22.277674,68.192378,6.068424,137.986852,coffee
98,30,52,34.211248,92.389678,7.053254,41.446414,muskmelon
15,40,18,13.165041,97.754628,7.062909,128.838353,orange
31,55,23,20.454586,56.958979,6.468391,90.62339,kidneybeans
31,103,207,11.882331,91.214566,6.968881,101.746042,grapes
61,53,48,25.248051,90.382589,5.647547,264.57304,rice
98,23,58,29.949866,86.263124,6.76779,74.628838,watermelon
101,19,55,26.168108,98.83243,6.857661,35.453192,muskmelon
37,108,188,14.972056,83.775606,6.992672,89.473471,grapes
21,17,29,25.913879,50.653458,5.265346,82.968144,mango
14,83,72,24.198316,17.444011,6.111917,75.182126,chickpea
33,125,204,8.557649,86.448371,6.27104,74.271489,grapes
114,52,40,23.267806,69.541399,6.697049,119.554509,cotton
5,36,32,25.139952,89.809007,7.194875,181.556737,coconut
10,71,38,33.020734,63.185973,6.537766,83.008058,blackgram
29,19,33,35.106393,45.983238,6.571136,169.432632,mango
19,31,41,32.21386,63.191184,6.877049,171.287603,mango
39,66,39,18.983698,48.072643,6.168215,99.065811,kidneybeans
86,60,60,31.91935,72.26522,6.890182,190.959696,jute
103,18,63,28.299186,90.993836,6.601924,44.90563,muskmelon
15,52,37,33.668843,86.142327,7.26922,78.302319,mungbean
98,74,46,34.422858,87.165592,5.531499,122.247059,banana
17,133,189,11.391033,91.406924,6.917087,94.807509,grapes
71,46,54,25.390498,85.916488,6.708047,174.392003,jute
15,16,25,29.255155,65.317443,6.062566,83.518504,mango
120,59,22,30.447692,55.404098,6.189575,62.123549,cotton
81,56,31,23.552024,76.586703,5.725981,266.861348,rice
11,126,207,20.188544,90.821262,5.588734,106.082863,apple
131,35,35,24.924968,61.283822,6.781543,106.759196,cotton
37,38,44,33.891184,65.279437,5.685772,114.215859,mango
96,83,48,26.156761,76.210787,6.632447,126.175477,banana
35,79,30,19.952358,51.808658,5.842012,104.95134,kidneybeans
14,49,35,24.272482,60.916083,6.266375,125.695201,coffee
27,126,183,15.015389,90.495212,6.444764,66.088041,grapes
12,37,52,25.861653,69.510022,5.135483,102.628679,mango
13,133,202,20.117008,95.290175,5.821248,152.920437,apple
30,80,16,28.502945,60.809704,5.6598,146.464289,pigeonpeas
58,66,56,28.070827,95.63946,7.419289,152.173002,papaya
36,34,35,30.652898,67.148771,6.010751,128.782594,mango
7,48,52,15.112494,61.93149,6.923739,161.724111,coffee
90,47,61,24.328607,82.219468,6.482534,237.155259,jute
29,10,54,28.975545,56.725143,6.942141,159.837918,mango
100,40,46,25.093346,96.502015,7.076838,35.152337,muskmelon
28,81,21,19.722718,52.659826,6.960476,123.196456,kidneybeans
19,57,34,33.445147,90.868308,6.758157,90.107193,mungbean
13,75,22,29.053364,52.977589,5.726365,93.650577,pigeonpeas
105,27,57,32.899245,83.092407,6.710487,63.183998,watermelon
19,48,38,28.843261,87.186119,6.704175,49.111805,mungbean
15,82,20,27.326064,66.653397,6.886359,99.245934,blackgram
28,74,38,25.392285,47.487042,6.649956,111.510349,pigeonpeas
26,117,181,12.724767,80.701193,6.016534,72.08337,grapes
13,24,12,10.148136,98.824244,6.721006,193.489514,orange
0,143,192,20.586622,91.853034,6.278244,101.127262,apple
109,30,51,36.179973,94.259269,5.924806,85.258106,watermelon
103,38,49,29.776098,91.756263,6.916631,22.918432,muskmelon
22,24,46,18.766346,94.514858,5.89346,191.86613,pomegranate
116,85,61,34.675119,88.481898,6.641638,150.668373,banana
19,111,187,12.572672,84.808952,6.427314,71.04358,grapes
11,102,192,13.658218,87.481606,6.595633,68.398761,grapes
86,39,51,20.132359,84.389826,6.068506,291.596978,rice
23,30,55,36.957442,51.391471,5.631269,190.372804,mango
19,117,181,11.9533,81.79494,6.668794,97.56433,grapes
19,28,56,25.898952,89.310464,6.881318,157.499234,pomegranate
29,126,186,10.272604,80.01727,5.919334,127.931852,grapes
88,12,54,28.021087,97.015652,6.520359,29.800019,muskmelon
17,60,40,29.343905,92.364291,6.730487,94.392432,mungbean
76,39,48,21.702336,77.055799,5.687226,220.065658,rice
109,65,40,28.280301,58.299377,7.618225,117.224788,cotton
92,25,55,30.933455,91.910217,6.973211,37.943886,muskmelon
67,43,45,30.195951,72.625065,6.175082,157.084695,jute
28,30,28,28.337383,56.993476,4.509295,93.037181,mango
27,127,187,10.893172,91.061437,6.705521,125.039723,grapes
84,44,34,27.188336,79.647106,6.208807,216.992779,rice
34,83,22,25.096859,74.621618,6.472405,75.621012,blackgram
89,56,59,29.204498,89.204304,6.600436,174.129156,jute
13,84,15,26.212207,47.937419,6.164822,127.494118,pigeonpeas
131,58,33,28.665578,56.956139,7.20834,101.422653,cotton
57,71,54,26.637836,96.846862,6.548695,183.367584,papaya
106,42,51,20.137819,80.793804,6.806319,159.998483,rice
91,36,42,37.222299,70.911136,6.385326,150.859453,jute
26,52,30,26.492732,86.956204,6.530861,95.951543,mungbean
92,13,65,32.391835,95.994498,7.29948,51.335217,muskmelon
77,41,42,22.07368,93.472794,6.582082,205.320645,rice
44,68,45,32.384222,90.964747,7.280237,124.108932,papaya
17,27,37,29.489847,52.481094,6.224814,134.903221,mango
25,114,209,13.777087,91.527354,6.25545,108.218722,grapes
32,57,36,31.62955,83.964563,6.510647,46.799469,mungbean
35,87,36,24.223705,52.24674,6.475686,126.401485,kidneybeans
116,41,34,22.404653,78.169787,5.704942,282.401136,rice
15,70,21,25.280868,41.631964,6.732552,135.150597,kidneybeans
18,39,46,28.407708,93.857448,6.890444,162.790384,coconut
7,40,49,31.195898,94.67376,6.223001,116.96827,coconut
71,56,44,26.669685,65.578609,5.754042,113.205379,maize
17,124,203,21.983061,96.83565,6.223995,109.514086,apple
89,15,46,34.240128,91.379519,6.215165,35.959713,muskmelon
32,104,183,15.983427,94.980834,6.94587,90.081038,grapes
71,46,30,23.50777,80.08833,5.671645,265.35735,rice
7,61,53,21.100375,55.286207,6.145319,157.365792,coffee
12,75,24,31.944323,62.140047,6.783632,106.073495,blackgram
82,50,48,27.681192,70.485962,7.886329,159.681879,jute
28,64,24,27.251745,59.715753,5.987939,41.033549,mothbeans
85,49,26,18.262772,66.165522,7.424453,56.772777,maize
12,124,205,21.941953,96.775964,6.423024,132.942294,apple
89,34,46,29.319131,85.784706,6.522873,64.2223,watermelon
113,52,23,28.813346,79.979405,7.588844,73.686476,cotton
3,23,18,20.256761,92.338543,6.760351,99.961001,orange
16,15,34,31.179651,86.169777,5.342384,128.651239,coconut
71,35,53,24.682951,82.908053,6.193394,186.092588,rice
15,12,50,26.588791,99.086851,7.991958,178.598662,coconut
103,49,38,36.420892,69.79841,6.136791,85.103468,cotton
15,25,45,36.853368,56.117362,5.628784,126.486915,mango
15,57,16,21.550448,54.430742,6.28182,130.998881,kidneybeans
12,33,29,31.848526,86.543065,6.149327,152.237948,coconut
18,21,37,31.460779,88.125849,5.418998,175.006132,coconut
20,27,10,10.078476,97.792654,7.380528,159.5466,orange
15,26,10,13.013179,89.277285,6.706092,161.929129,orange
8,137,194,19.378851,95.605438,5.605798,130.502613,apple
12,12,43,30.162629,54.193252,5.15038,97.007622,mango
10,20,52,20.544574,94.150123,6.965848,137.074688,pomegranate
17,13,12,10.865521,96.752185,6.138758,112.480382,orange
15,123,193,10.310576,91.369631,6.036179,80.699027,grapes
73,41,53,32.050427,88.475255,6.263137,191.999655,jute
36,109,197,12.528408,89.933152,6.105195,101.188946,grapes
22,63,32,22.32301,46.919992,6.850092,107.339305,kidneybeans
14,49,34,21.086294,72.487951,6.001424,144.821009,coffee
3,24,36,24.132203,95.346436,5.190409,132.568316,coconut
12,57,34,19.059883,44.739082,6.622823,120.73114,kidneybeans
14,119,186,12.504346,88.82746,6.111513,85.125967,grapes
31,36,49,28.934039,66.866787,6.660946,181.352013,mango
17,26,42,24.964277,92.291426,7.054048,171.627028,coconut
109,45,15,24.116252,76.772305,6.03582,82.774,cotton
22,11,61,21.174104,94.132756,6.798929,165.116548,pomegranate
15,141,202,10.808388,88.213712,5.817702,80.806986,grapes
8,15,43,33.79392,94.036375,6.05414,139.830691,coconut
59,73,57,30.520348,98.340932,7.42298,157.874736,papaya
39,58,22,20.752384,53.31829,6.529547,99.797599,kidneybeans
106,63,20,25.033929,59.669726,7.161154,83.561679,cotton
14,89,21,22.137639,56.549422,6.844297,126.438531,kidneybeans
69,62,37,30.990015,73.25648,7.76496,179.011261,jute
111,42,37,25.680564,82.801323,6.934808,185.32542,rice
117,43,28,25.452667,72.361074,6.153791,90.645413,cotton
13,118,192,16.559927,86.478694,6.399844,122.075959,grapes
40,123,196,15.708437,89.650575,6.951339,62.80116,grapes
55,60,59,37.426678,97.082285,7.465663,169.216279,papaya
109,18,48,28.109593,97.274428,6.711985,42.217566,muskmelon
39,102,202,8.392595,81.97228,6.011174,120.145877,grapes
15,66,33,31.87445,77.979878,6.887884,63.300166,blackgram
25,13,61,26.703746,92.398996,6.639347,156.498983,pomegranate
17,30,34,30.035908,56.626252,6.791544,179.341886,mango
92,47,57,26.603074,80.466717,6.872694,220.231824,jute
35,102,200,17.294812,86.922831,6.179553,65.188122,grapes
31,78,27,24.382775,53.182528,6.721984,110.093718,kidneybeans
39,62,37,33.908574,70.660768,6.0947,117.139465,blackgram
12,37,45,37.926595,92.017262,6.765752,106.997044,pomegranate
95,30,35,21.740109,84.086826,6.575162,236.278793,rice
76,36,32,23.99529,92.023007,6.544681,231.26571,rice
20,108,188,10.744366,82.978204,6.792546,93.347756,grapes
107,13,55,32.213683,95.822756,7.017156,31.380314,muskmelon
85,62,47,38.049799,85.303023,7.761478,230.867673,jute
85,41,56,33.161771,81.81821,7.632193,195.265645,jute
86,73,55,31.839926,87.095677,6.919777,106.36936,banana
14,132,199,18.218822,90.694898,6.942211,193.634549,apple
35,86,29,24.530721,52.365631,6.129183,103.812451,kidneybeans
20,139,181,14.089042,81.271313,6.239692,92.165252,grapes
24,51,18,33.314687,80.002898,6.741657,55.43082,mungbean
1,23,44,29.319294,89.963351,6.152019,136.476395,coconut
